,index,Filename,Date,JDate,Days,Julian,TTR,WordCount,UniqueWords,UniqueStems,MLU,Fillers,NSNouns,LIVerbs,$,'',",",.,:,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,``,WP$,SYM,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Nouns,Nouns/100,NounsNormalised,Adjectives,Adjectives/100,AdjectivesNormalised,Adverbs,Adverbs/100,AdverbsNormalised,Verbs,Verbs/100,VerbsNormalised,Pronouns,PronounsNormalised,UniqueWordsNormalised,UniqueStemsNormalised
64,64,Bush - Speech66 - Edited.txt,09/01/1991,1991-01-09,712,2448265.5,0.2185368877867328,3226.0,705.0,595.0,16.465753424657535,13.0,4.0,128.0,0.0,0.0,158.0,219.0,39.0,126.0,23.0,325.0,23.0,0.0,343.0,135.0,8.0,4.0,88.0,286.0,178.0,16.0,67.0,0.0,3.0,383.0,18.0,249.0,4.0,2.0,18.0,120.0,3.0,210.0,107.0,53.0,72.0,153.0,114.0,15.0,24.0,13.0,6.0,0.0,1.0,1,3062,28.89,47.39,50.87,38.55,13.98,15.09,90.24,62.25,19.46,10.91,6.21,1.37,0.65,2.29,0.39,8.56,6.56,13.32,13.29,6.07,6.83,2.97,23.06,3.0,1.5,1.34,0.88,2.29,3.89,2.22,1.5,0.2,0.72,0.26,10.52,0.0,0.16,0.03,2.45,15.48,4.83,1.76,2.12,3.07,1.73,4.02,2.12,0.62,0.91,0.52,0.49,0.1,0.23,0.0,0.16,7.97,2.35,1.37,3.23,0.85,0.49,5.0,13.91,2.55,10.48,1.73,6.24,2.71,1.76,0.1,0.16,0.1,0.1,0.16,0.52,0.0,0.03,0.29,0.2,0.0,18.35,7.15,5.16,0.07,0.1,0.13,0.0,1.34,0.0,4.08,0.0,0.33,547.0,5.47,0.16955982641041537,147.0,1.47,0.045567265964042154,255.0,2.55,0.07904525728456292,709.0,7.09,0.21977681339119653,401.0,0.12430254184748915,,
65,65,Bush - Speech67 - Edited.txt,12/01/1991,1991-01-12,715,2448268.5,0.2588,2500.0,647.0,557.0,22.136,9.0,7.0,103.0,0.0,0.0,142.0,125.0,31.0,99.0,13.0,275.0,9.0,1.0,303.0,121.0,4.0,7.0,67.0,238.0,124.0,13.0,79.0,1.0,2.0,224.0,15.0,208.0,4.0,0.0,7.0,89.0,4.0,165.0,67.0,34.0,60.0,112.0,72.0,18.0,22.0,10.0,1.0,1.0,0.0,1,2415,46.21,39.22,66.04,74.37,18.72,17.85,90.31,60.54,17.02,8.36,5.3,1.12,0.87,0.79,0.29,8.65,7.66,13.83,11.35,5.96,6.71,2.73,20.21,2.86,1.74,1.66,0.66,2.69,4.8,3.64,1.04,0.33,0.41,0.12,7.95,0.0,0.12,0.0,0.87,17.47,4.8,2.19,2.53,3.77,2.03,4.64,3.15,0.99,1.16,0.7,0.25,0.0,0.17,0.0,0.08,7.25,1.7,1.49,3.19,1.12,0.75,3.89,13.42,1.74,12.05,1.74,6.92,3.56,1.78,0.04,0.17,0.12,0.08,0.25,0.95,0.0,0.17,0.41,0.37,0.0,15.98,5.71,5.88,0.0,0.08,0.12,0.0,1.53,0.0,2.61,0.0,0.04,454.0,4.54,0.1816,132.0,1.32,0.0528,212.0,2.12,0.0848,510.0,5.1,0.204,239.0,0.0956,,
66,66,Bush - Speech68 - Edited.txt,18/01/1991,1991-01-18,721,2448274.5,0.2854054054054054,1850.0,528.0,465.0,19.81553398058253,10.0,3.0,54.0,0.0,0.0,88.0,103.0,25.0,66.0,2.0,200.0,19.0,0.0,215.0,86.0,1.0,4.0,46.0,194.0,73.0,8.0,52.0,2.0,1.0,169.0,17.0,127.0,7.0,1.0,7.0,71.0,1.0,111.0,27.0,48.0,45.0,107.0,67.0,21.0,19.0,10.0,1.0,0.0,0.0,1,1766,35.47,53.4,64.42,23.98,16.98,16.25,90.66,61.83,19.2,9.06,4.02,1.87,0.85,1.25,1.08,10.14,6.29,14.04,12.97,5.95,6.0,2.38,19.93,2.83,1.53,1.76,0.11,2.83,5.27,2.55,2.66,0.45,1.36,0.11,8.95,0.0,0.11,0.0,1.47,15.18,3.79,1.3,1.36,2.89,2.15,4.42,2.1,0.74,0.91,0.4,0.51,0.11,0.23,0.0,0.17,8.55,2.49,1.87,3.45,0.68,1.08,3.0,14.61,2.1,13.59,1.93,8.38,3.17,1.19,0.17,0.11,0.17,0.06,0.17,0.68,0.0,0.06,0.06,0.57,0.0,16.08,5.72,4.98,0.0,0.06,0.23,0.0,1.53,0.0,3.51,0.0,0.06,327.0,3.27,0.17675675675675676,91.0,0.91,0.049189189189189186,135.0,1.35,0.07297297297297298,405.0,4.05,0.21891891891891893,186.0,0.10054054054054054,,
67,67,Bush - Speech69 - Edited.txt,05/02/1991,1991-02-05,739,2448292.5,0.2195422101895151,4063.0,892.0,742.0,20.368181818181817,13.0,8.0,163.0,5.0,2.0,197.0,220.0,62.0,194.0,30.0,397.0,27.0,1.0,420.0,176.0,5.0,0.0,105.0,382.0,151.0,6.0,143.0,2.0,3.0,419.0,58.0,288.0,6.0,2.0,21.0,160.0,7.0,262.0,75.0,100.0,86.0,233.0,140.0,26.0,45.0,22.0,3.0,0.0,0.0,1,3846,30.39,50.62,56.09,34.82,17.48,15.16,91.13,62.66,19.24,10.56,5.46,2.08,0.96,1.12,0.94,8.68,6.29,13.7,12.48,5.98,7.28,3.15,22.23,2.5,0.91,1.92,0.94,1.59,4.37,2.37,1.85,0.26,0.75,0.44,9.85,0.21,0.13,0.16,1.3,14.95,3.82,1.92,1.79,2.91,2.0,4.11,2.68,1.22,0.96,0.36,0.52,0.21,0.29,0.03,0.0,8.66,2.78,1.87,2.81,1.38,0.65,3.22,15.0,2.78,11.44,2.24,6.86,2.89,1.51,0.36,0.13,0.1,0.13,0.31,0.65,0.03,0.0,0.23,0.39,0.0,17.13,5.59,5.12,0.03,0.29,0.18,0.0,1.61,0.1,3.95,0.0,0.26,682.0,6.82,0.1678562638444499,181.0,1.81,0.04454836327836574,296.0,2.96,0.07285257199113955,896.0,8.96,0.22052670440561162,477.0,0.11740093526950529,,
68,68,Bush - Speech70 - Edited.txt,01/03/1991,1991-03-01,763,2448316.5,0.2180611519317374,4219.0,920.0,766.0,18.10546875,20.0,13.0,200.0,1.0,2.0,156.0,256.0,51.0,200.0,19.0,462.0,28.0,0.0,472.0,213.0,9.0,0.0,107.0,391.0,172.0,25.0,177.0,5.0,10.0,411.0,50.0,287.0,3.0,0.0,25.0,151.0,2.0,267.0,85.0,60.0,116.0,248.0,99.0,31.0,21.0,21.0,2.0,0.0,0.0,1,4037,40.26,61.61,55.28,67.0,15.47,16.22,90.04,61.21,18.03,9.76,4.16,2.33,0.97,0.32,1.98,8.27,7.33,13.6,11.94,5.82,7.36,2.18,20.14,3.05,1.49,1.26,0.82,2.38,4.31,3.22,1.04,0.12,0.57,0.07,10.11,0.15,0.25,0.05,0.47,14.24,3.62,1.66,1.78,2.58,1.88,4.11,2.25,0.89,0.67,0.47,0.47,0.15,0.15,0.0,0.2,8.25,3.24,1.31,2.63,0.97,0.59,4.38,13.72,2.3,12.01,1.81,6.84,3.69,1.73,0.22,0.35,0.35,0.07,0.17,0.47,0.0,0.15,0.1,0.22,0.0,15.98,6.74,3.86,0.1,0.22,0.15,0.0,1.19,0.1,3.54,0.0,0.07,765.0,7.65,0.18132258829106424,222.0,2.22,0.05261910405309315,290.0,2.9,0.0687366674567433,875.0,8.75,0.20739511732638066,461.0,0.10926759895709884,,
69,69,Bush - Speech71 - Edited.txt,13/03/1991,1991-03-13,775,2448328.5,0.2524271844660194,2987.0,754.0,633.0,20.6,6.0,14.0,99.0,0.0,1.0,148.0,160.0,53.0,116.0,14.0,311.0,13.0,0.0,373.0,127.0,4.0,8.0,66.0,299.0,208.0,15.0,101.0,1.0,6.0,281.0,35.0,186.0,10.0,0.0,9.0,99.0,4.0,160.0,50.0,65.0,77.0,150.0,91.0,22.0,21.0,11.0,1.0,0.0,0.0,1,2836,52.33,62.59,58.69,48.68,17.61,17.14,89.14,59.2,17.45,9.66,4.62,2.79,0.63,1.2,0.42,7.79,6.91,15.41,11.57,4.9,6.56,1.97,19.78,4.23,2.61,1.3,0.56,2.54,4.41,2.72,1.48,0.42,0.56,0.35,9.7,0.04,0.56,0.0,1.3,13.15,3.6,1.09,1.87,3.42,1.34,3.31,2.54,0.95,0.99,0.56,0.63,0.25,0.0,0.0,0.35,9.27,4.16,1.48,2.64,1.45,0.78,3.81,12.69,2.26,13.86,2.08,8.89,3.35,2.05,0.25,0.35,0.56,0.28,0.0,0.42,0.0,0.04,0.28,0.11,0.0,16.96,5.57,5.22,0.04,0.21,0.35,0.0,1.9,0.07,3.39,0.0,0.21,623.0,6.23,0.20857047204553064,139.0,1.39,0.04653498493471711,196.0,1.96,0.06561767659859391,593.0,5.93,0.19852695011717442,316.0,0.10579176431201875,,
70,70,Bush - Speech72 - Edited.txt,14/03/1991,1991-03-14,776,2448329.5,0.2536231884057971,2346.0,595.0,512.0,20.00769230769231,6.0,10.0,84.0,0.0,1.0,123.0,130.0,22.0,100.0,11.0,245.0,16.0,0.0,265.0,117.0,3.0,1.0,53.0,249.0,120.0,6.0,73.0,3.0,14.0,192.0,37.0,159.0,5.0,1.0,8.0,98.0,4.0,159.0,69.0,47.0,41.0,97.0,79.0,11.0,32.0,9.0,1.0,0.0,0.0,1,2252,46.29,65.38,48.25,79.88,17.19,16.16,90.14,60.75,17.36,9.28,3.73,2.98,0.89,0.75,0.93,8.08,7.1,14.52,11.9,5.95,6.39,2.26,19.76,2.8,1.51,1.91,0.75,3.06,4.71,3.73,0.75,0.27,0.18,0.18,10.17,0.0,0.13,0.04,0.71,14.92,3.77,1.95,2.09,3.91,1.55,4.09,2.0,0.53,1.07,0.4,0.75,0.09,0.18,0.0,0.49,9.24,3.73,1.29,1.95,1.64,0.84,3.55,13.54,2.26,11.99,2.4,7.06,2.66,2.31,0.36,0.53,0.04,0.0,0.18,0.8,0.0,0.04,0.58,0.18,0.0,17.14,6.35,5.46,0.09,0.04,0.09,0.0,1.33,0.09,3.42,0.0,0.27,448.0,4.48,0.19096334185848252,121.0,1.21,0.051577152600170505,165.0,1.65,0.07033248081841433,492.0,4.92,0.20971867007672634,229.0,0.09761295822676896,,
71,71,Bush - Speech73 - Edited.txt,16/03/1991,1991-03-16,778,2448331.5,0.3104534005037783,1588.0,493.0,438.0,22.935064935064936,4.0,4.0,66.0,0.0,0.0,100.0,77.0,30.0,78.0,4.0,174.0,12.0,1.0,181.0,54.0,2.0,0.0,32.0,149.0,112.0,18.0,56.0,1.0,2.0,136.0,16.0,110.0,0.0,0.0,8.0,61.0,0.0,101.0,34.0,38.0,29.0,85.0,43.0,9.0,9.0,4.0,0.0,0.0,0.0,1,1518,53.96,69.64,35.52,84.07,18.98,16.53,87.48,59.22,16.01,9.42,3.1,3.69,0.66,0.86,1.12,6.59,7.71,14.36,10.74,5.14,7.18,2.57,19.43,2.77,1.58,1.05,0.33,2.31,4.28,3.75,0.46,0.07,0.13,0.2,10.41,0.0,0.07,0.0,0.99,13.04,2.31,1.25,2.04,2.96,1.58,3.95,2.24,1.05,0.92,0.2,0.72,0.0,0.13,0.0,0.53,9.62,4.55,1.32,2.83,0.92,0.59,2.96,14.23,1.65,12.32,2.11,6.98,3.49,2.37,0.4,0.4,0.07,0.66,0.0,0.66,0.0,0.53,0.26,0.07,0.0,18.25,5.93,6.59,0.07,0.07,0.0,0.0,2.24,0.0,3.36,0.0,0.0,335.0,3.35,0.21095717884130982,56.0,0.56,0.03526448362720403,110.0,1.1,0.06926952141057935,330.0,3.3,0.20780856423173805,152.0,0.09571788413098237,,
72,72,Bush - Speech74 - Edited.txt,23/03/1991,1991-03-23,785,2448338.5,0.3163064833005894,1527.0,483.0,417.0,17.06,2.0,2.0,56.0,0.0,2.0,79.0,100.0,23.0,62.0,3.0,156.0,7.0,0.0,175.0,84.0,6.0,2.0,39.0,131.0,101.0,7.0,52.0,0.0,3.0,141.0,12.0,113.0,1.0,0.0,9.0,55.0,5.0,99.0,32.0,30.0,29.0,79.0,44.0,7.0,13.0,3.0,2.0,0.0,0.0,1,1445,48.36,57.95,42.47,81.79,14.45,17.79,89.13,59.93,17.02,9.07,4.15,2.49,0.76,0.55,1.11,7.96,6.78,14.88,11.63,5.95,6.02,2.56,20.69,3.53,1.52,1.18,0.28,2.35,5.81,4.43,1.31,0.35,0.48,0.0,9.55,0.0,0.48,0.0,0.55,15.57,3.46,1.25,3.32,3.32,2.15,4.08,2.42,1.31,0.76,0.28,0.35,0.07,0.14,0.0,0.14,10.24,3.46,1.59,3.53,1.38,1.04,3.67,14.53,1.8,12.04,2.01,7.2,3.04,2.77,0.28,0.42,0.83,0.0,0.14,1.11,0.0,0.0,0.28,0.83,0.0,18.96,6.85,5.47,0.0,0.0,0.35,0.0,1.94,0.28,4.08,0.0,0.0,291.0,2.91,0.1905697445972495,92.0,0.92,0.06024885396201703,114.0,1.14,0.07465618860510806,313.0,3.13,0.20497707924034053,153.0,0.10019646365422397,,
73,73,Bush - Speech75 - Edited.txt,04/04/1991,1991-04-04,797,2448350.5,0.3682539682539683,945.0,348.0,315.0,17.8135593220339,1.0,0.0,33.0,0.0,0.0,47.0,59.0,11.0,40.0,14.0,104.0,4.0,0.0,118.0,58.0,4.0,0.0,23.0,91.0,74.0,9.0,31.0,0.0,4.0,81.0,7.0,45.0,0.0,1.0,4.0,31.0,6.0,58.0,21.0,10.0,12.0,45.0,23.0,6.0,8.0,2.0,0.0,0.0,0.0,1,917,66.9,68.03,34.74,33.29,15.28,17.56,85.93,55.94,15.81,8.62,3.71,3.27,0.76,0.33,0.55,7.2,7.42,14.61,9.27,3.93,6.11,1.74,16.68,3.49,1.09,1.2,1.96,1.85,5.67,2.94,2.51,0.11,1.2,0.44,9.6,0.11,0.11,0.11,0.55,12.87,2.94,1.64,1.85,1.64,2.84,3.27,1.96,1.31,0.22,0.65,0.55,0.33,0.11,0.0,0.11,11.01,4.91,1.09,3.93,1.74,0.65,2.62,12.21,1.53,10.91,1.42,7.42,2.51,1.85,0.11,0.0,0.22,0.98,0.22,1.42,0.22,0.11,0.98,0.11,0.0,15.81,6.43,5.13,0.0,0.0,0.65,0.0,1.42,0.0,2.18,0.0,0.0,205.0,2.05,0.21693121693121692,62.0,0.62,0.0656084656084656,46.0,0.46,0.04867724867724868,169.0,1.69,0.17883597883597885,88.0,0.09312169312169312,,
74,74,Bush - Speech76 - Edited.txt,06/04/1991,1991-04-06,799,2448352.5,0.2845894263217098,1778.0,506.0,443.0,16.33606557377049,7.0,7.0,70.0,0.0,0.0,91.0,122.0,17.0,88.0,10.0,194.0,12.0,0.0,173.0,86.0,6.0,2.0,41.0,168.0,78.0,7.0,57.0,1.0,3.0,198.0,25.0,123.0,1.0,0.0,6.0,73.0,0.0,122.0,28.0,33.0,26.0,106.0,65.0,6.0,13.0,12.0,0.0,0.0,0.0,1,1691,29.61,68.6,44.48,77.02,13.75,15.08,90.66,61.8,20.28,10.7,4.26,3.49,1.42,0.35,1.18,9.58,6.92,12.83,11.83,6.45,7.39,2.25,21.41,3.25,1.36,1.66,0.71,2.19,4.79,3.73,0.95,0.12,0.06,0.12,10.35,0.12,0.18,0.06,0.53,15.43,3.43,2.13,2.9,2.96,1.66,3.9,2.07,1.24,0.59,0.24,0.12,0.0,0.0,0.06,0.06,9.93,4.55,1.66,2.13,1.6,0.65,3.13,15.85,2.72,11.83,2.66,6.39,3.25,1.66,0.06,0.06,0.06,0.18,0.0,0.53,0.0,0.06,0.06,0.41,0.0,18.69,7.1,5.44,0.12,0.24,0.35,0.0,0.89,0.0,4.55,0.0,0.0,310.0,3.1,0.17435320584926883,94.0,0.94,0.052868391451068614,124.0,1.24,0.06974128233970754,380.0,3.8,0.21372328458942633,223.0,0.12542182227221596,,
75,75,Bush - Speech77 - Edited.txt,07/04/1991,1991-04-07,800,2448353.5,0.3325358851674641,1254.0,417.0,369.0,17.34567901234568,5.0,3.0,46.0,0.0,0.0,70.0,81.0,13.0,50.0,11.0,140.0,5.0,0.0,139.0,53.0,5.0,1.0,26.0,116.0,68.0,11.0,53.0,1.0,2.0,125.0,22.0,97.0,0.0,0.0,2.0,40.0,3.0,75.0,22.0,31.0,23.0,82.0,21.0,7.0,9.0,1.0,0.0,0.0,0.0,1,1216,41.81,76.29,60.1,74.74,14.31,16.53,89.72,59.21,18.83,11.43,4.61,4.36,1.64,0.08,0.74,7.4,7.07,12.91,10.2,6.33,6.41,2.06,19.24,2.71,1.07,1.15,1.32,2.63,6.0,4.19,1.56,0.08,0.58,0.41,10.61,0.0,0.25,0.08,0.41,12.91,2.38,2.63,1.4,3.29,1.89,2.8,1.48,0.99,0.33,0.16,0.66,0.25,0.25,0.0,0.16,10.94,5.43,1.32,3.21,1.64,0.49,2.96,14.31,3.62,14.23,2.63,8.14,3.87,2.47,0.0,0.16,0.49,0.16,0.08,0.99,0.0,0.41,0.25,0.33,0.0,17.68,7.4,5.84,0.08,0.08,0.33,0.08,1.15,0.0,2.71,0.0,0.0,248.0,2.48,0.19776714513556617,59.0,0.59,0.04704944178628389,97.0,0.97,0.0773524720893142,254.0,2.54,0.2025518341307815,147.0,0.11722488038277512,,
76,76,Bush - Speech78 - Edited.txt,16/04/1991,1991-04-16,809,2448362.5,0.2220899077106281,3359.0,746.0,624.0,17.97584541062802,13.0,5.0,160.0,0.0,2.0,152.0,207.0,65.0,154.0,21.0,346.0,25.0,0.0,340.0,158.0,7.0,3.0,98.0,273.0,131.0,26.0,153.0,0.0,3.0,337.0,41.0,240.0,2.0,2.0,21.0,103.0,6.0,226.0,54.0,72.0,90.0,202.0,97.0,21.0,37.0,4.0,2.0,0.0,0.0,1,3154,30.66,66.69,36.29,61.85,15.02,15.66,89.7,60.91,18.99,10.81,4.19,2.79,1.14,0.98,1.71,8.18,6.53,12.9,13.28,5.52,6.94,2.73,22.57,3.55,1.71,1.46,0.79,2.12,5.39,3.61,1.71,0.35,0.51,0.1,11.29,0.1,0.03,0.16,1.11,14.97,3.71,1.3,3.3,3.3,1.4,3.99,1.65,0.76,0.6,0.19,0.44,0.1,0.29,0.03,0.03,9.83,3.61,1.24,2.47,1.71,1.4,3.84,15.25,2.89,11.29,1.68,6.91,2.82,1.24,0.0,0.22,0.13,0.1,0.25,0.73,0.0,0.1,0.19,0.41,0.0,19.02,6.47,4.85,0.1,0.32,0.48,0.0,1.9,0.13,4.72,0.0,0.06,583.0,5.83,0.173563560583507,168.0,1.68,0.05001488538255433,244.0,2.44,0.07264066686513844,741.0,7.41,0.220601369455195,378.0,0.11253349211074724,,
77,77,Bush - Speech79 - Edited.txt,20/05/1991,1991-05-20,843,2448396.5,0.494140625,512.0,253.0,234.0,15.45945945945946,1.0,0.0,16.0,0.0,0.0,22.0,37.0,2.0,20.0,4.0,50.0,5.0,0.0,60.0,19.0,1.0,0.0,15.0,48.0,37.0,1.0,20.0,0.0,3.0,52.0,8.0,28.0,0.0,1.0,2.0,21.0,2.0,32.0,23.0,6.0,9.0,24.0,10.0,1.0,6.0,3.0,0.0,0.0,0.0,1,491,54.55,66.56,57.92,36.52,13.27,15.89,87.58,57.84,17.52,10.18,4.89,2.85,0.81,0.2,1.43,7.33,6.52,15.27,10.79,4.89,6.11,1.83,19.96,3.67,2.04,1.83,0.81,2.44,5.09,2.65,2.04,0.0,1.02,0.81,9.37,0.2,0.0,0.0,0.41,11.2,3.67,0.81,1.83,2.04,2.44,2.04,2.24,0.81,0.81,0.2,0.41,0.0,0.0,0.2,0.2,10.18,4.28,1.83,3.05,1.63,0.0,4.68,11.2,1.22,13.65,2.04,8.55,3.46,2.04,0.41,0.2,0.81,0.0,0.2,0.81,0.0,0.0,0.81,0.0,0.0,17.31,7.94,4.48,0.2,0.0,0.41,0.0,0.2,0.0,4.07,0.0,0.0,106.0,1.06,0.20703125,20.0,0.2,0.0390625,29.0,0.29,0.056640625,104.0,1.04,0.203125,60.0,0.1171875,,
78,78,Bush - Speech80 - Edited.txt,28/05/1991,1991-05-28,851,2448404.5,0.2441534144059869,3207.0,783.0,649.0,17.509708737864077,19.0,6.0,128.0,1.0,6.0,189.0,206.0,63.0,164.0,32.0,290.0,14.0,0.0,333.0,137.0,7.0,6.0,60.0,274.0,133.0,7.0,100.0,0.0,5.0,391.0,46.0,239.0,1.0,0.0,23.0,99.0,5.0,190.0,102.0,70.0,56.0,209.0,87.0,17.0,29.0,10.0,6.0,0.0,0.0,1,2970,23.33,52.69,77.1,80.64,14.35,14.11,91.62,61.21,21.55,12.73,6.43,2.86,0.91,1.48,1.04,8.82,5.45,13.2,11.21,6.09,8.25,2.69,22.05,3.67,2.05,1.45,1.21,1.72,4.92,3.94,0.91,0.13,0.2,0.3,11.25,0.24,0.1,0.2,1.41,14.21,3.54,1.48,2.22,3.03,1.01,5.19,2.39,0.84,0.84,0.67,0.91,0.2,0.4,0.0,0.27,9.53,3.87,1.21,2.86,2.32,0.44,4.65,15.22,1.65,14.01,2.96,7.85,3.97,2.53,0.74,0.4,0.98,0.1,0.0,0.88,0.03,0.03,0.24,0.47,0.03,21.68,6.6,6.36,0.1,0.17,0.37,0.0,1.99,0.4,5.39,0.0,0.3,514.0,5.14,0.1602743997505457,150.0,1.5,0.04677268475210477,240.0,2.4,0.07483629560336763,714.0,7.14,0.2226379794200187,437.0,0.13626442157779856,,
79,79,Bush - Speech81 - Edited.txt,01/07/1991,1991-07-01,885,2448438.5,0.1991150442477876,5876.0,1170.0,934.0,19.209302325581397,19.0,14.0,212.0,0.0,9.0,379.0,344.0,25.0,290.0,40.0,558.0,27.0,2.0,660.0,307.0,17.0,14.0,134.0,581.0,238.0,10.0,176.0,4.0,14.0,661.0,78.0,424.0,6.0,2.0,34.0,198.0,16.0,365.0,172.0,104.0,110.0,312.0,184.0,35.0,45.0,25.0,8.0,0.0,0.0,1,5589,31.82,53.44,54.2,72.65,16.25,14.4,91.09,61.32,20.47,11.47,5.55,2.18,1.13,2.13,0.48,9.0,6.26,13.74,11.33,5.14,7.93,2.72,20.72,3.58,2.16,1.49,1.09,2.34,5.05,3.7,1.2,0.11,0.45,0.14,10.63,0.25,0.07,0.18,2.31,14.9,3.54,1.2,2.2,3.36,1.56,4.76,2.5,1.25,0.79,0.36,0.55,0.21,0.16,0.04,0.14,8.95,2.95,1.31,3.33,1.9,0.5,4.51,13.85,1.86,12.11,2.0,7.51,3.01,2.11,0.38,0.36,0.52,0.09,0.05,0.89,0.05,0.0,0.3,0.47,0.02,19.13,6.1,6.78,0.16,0.29,0.25,0.0,0.45,0.29,4.78,0.0,0.04,1005.0,10.05,0.1710347174948945,338.0,3.38,0.05752212389380531,432.0,4.32,0.07351940095302927,1247.0,12.47,0.21221919673247108,739.0,0.12576582709326073,,
80,80,Bush - Speech82 - Edited.txt,09/07/1991,1991-07-09,893,2448446.5,0.3436426116838488,1164.0,400.0,364.0,22.614035087719294,3.0,5.0,41.0,0.0,1.0,68.0,57.0,11.0,52.0,10.0,114.0,2.0,1.0,145.0,56.0,3.0,1.0,28.0,116.0,67.0,7.0,45.0,0.0,0.0,115.0,13.0,62.0,1.0,1.0,5.0,41.0,1.0,65.0,17.0,26.0,23.0,77.0,33.0,8.0,9.0,6.0,1.0,0.0,1.0,1,1113,51.84,62.35,44.81,77.11,19.53,16.44,87.51,58.76,17.88,9.79,4.67,2.88,0.81,0.99,0.45,8.09,7.19,15.09,10.96,4.4,7.64,1.71,20.84,3.68,2.16,1.44,1.17,2.34,3.77,3.23,0.45,0.0,0.09,0.0,8.98,0.0,0.27,0.0,1.17,13.03,3.86,1.8,2.61,2.61,1.44,3.14,1.8,0.99,0.63,0.18,0.27,0.09,0.09,0.0,0.09,10.51,4.13,1.44,3.32,2.25,0.18,3.32,15.09,2.7,12.13,1.89,7.37,3.14,2.88,0.27,0.0,0.18,0.27,0.09,0.45,0.0,0.09,0.09,0.09,0.0,16.62,5.66,6.2,0.0,0.09,0.09,0.0,0.9,0.18,3.5,0.0,0.0,235.0,2.35,0.20189003436426117,60.0,0.6,0.05154639175257732,64.0,0.64,0.054982817869415807,241.0,2.41,0.20704467353951891,128.0,0.10996563573883161,,
81,81,Bush - Speech83 - Edited.txt,11/07/1991,1991-07-11,895,2448448.5,0.3672966310599835,1217.0,447.0,401.0,17.55128205128205,3.0,3.0,41.0,1.0,0.0,73.0,78.0,20.0,54.0,16.0,131.0,8.0,0.0,137.0,74.0,1.0,1.0,35.0,130.0,79.0,4.0,36.0,1.0,3.0,120.0,14.0,71.0,1.0,0.0,7.0,30.0,0.0,70.0,18.0,17.0,23.0,61.0,38.0,6.0,7.0,4.0,0.0,0.0,0.0,1,1156,39.79,71.89,53.6,82.91,14.82,18.17,87.98,57.61,18.25,9.78,3.89,3.2,1.64,0.43,0.61,8.48,6.57,12.54,11.76,5.36,6.23,2.08,18.86,3.63,1.21,0.95,1.9,3.46,4.24,3.72,0.52,0.09,0.09,0.0,10.47,0.0,0.26,0.0,0.69,13.58,3.81,0.69,1.99,4.41,1.56,3.55,1.73,0.43,0.78,0.69,0.78,0.09,0.17,0.0,0.52,10.21,4.33,1.21,2.94,1.82,0.43,2.51,13.24,1.9,12.72,1.56,8.04,3.03,2.34,0.17,0.69,0.52,0.78,0.0,0.35,0.0,0.0,0.26,0.09,0.0,19.55,6.57,6.31,0.09,0.09,0.43,0.0,1.99,0.0,3.98,0.0,0.09,249.0,2.49,0.20460147904683648,76.0,0.76,0.062448644207066556,72.0,0.72,0.05916187345932621,227.0,2.27,0.1865242399342646,134.0,0.11010682004930156,,
82,82,Bush - Speech84 - Edited.txt,14/07/1991,1991-07-14,898,2448451.5,0.3441108545034642,1299.0,447.0,387.0,21.2089552238806,2.0,4.0,56.0,3.0,2.0,52.0,67.0,17.0,66.0,15.0,129.0,4.0,0.0,139.0,50.0,2.0,1.0,28.0,123.0,74.0,7.0,46.0,0.0,3.0,122.0,23.0,100.0,1.0,0.0,7.0,55.0,0.0,84.0,29.0,32.0,28.0,68.0,29.0,5.0,5.0,3.0,2.0,0.0,0.0,1,1249,44.47,62.57,55.68,66.67,18.1,15.21,89.59,60.21,17.93,10.41,4.24,2.32,1.12,1.84,0.88,7.53,6.33,14.49,11.69,4.08,7.29,2.72,20.02,3.2,2.0,0.72,1.44,2.0,5.12,3.52,1.36,0.08,0.72,0.16,10.97,0.0,0.24,0.0,2.08,14.17,3.12,1.44,1.84,2.88,1.92,4.24,1.68,1.04,0.48,0.16,0.64,0.08,0.16,0.0,0.4,9.37,3.36,1.92,2.8,1.6,0.56,3.68,13.37,1.76,13.93,2.4,7.93,4.32,1.44,0.24,0.4,0.32,0.08,0.08,0.56,0.0,0.08,0.24,0.24,0.0,15.29,5.68,4.16,0.16,0.08,0.32,0.0,1.52,0.32,2.8,0.0,0.24,250.0,2.5,0.1924557351809084,53.0,0.53,0.04080061585835258,101.0,1.01,0.07775211701308699,270.0,2.7,0.20785219399538107,145.0,0.11162432640492687,,
